taxonID	habitat
11473683	terrestrial
11473684	terrestrial
11473685	terrestrial
11473686	terrestrial
11473687	terrestrial
11473688	terrestrial
11473689	terrestrial
11473690	terrestrial
11473691	terrestrial
11473692	terrestrial
11473693	terrestrial
11473694	terrestrial
11473695	terrestrial
11473696	terrestrial
11473697	terrestrial
11473698	terrestrial
11473699	terrestrial
11473700	terrestrial
11473701	terrestrial
11473702	terrestrial
11473703	terrestrial
11473704	terrestrial
11473705	terrestrial
11473706	terrestrial
11473707	terrestrial
11473708	terrestrial
11473709	terrestrial
11473710	terrestrial
11473711	terrestrial
11473712	terrestrial
11473713	terrestrial
11473714	terrestrial
11473715	terrestrial
11473716	terrestrial
11473717	terrestrial
11473718	terrestrial
11473719	terrestrial
11473720	terrestrial
11473721	terrestrial
11473722	terrestrial
11473723	terrestrial
11473724	terrestrial
11473725	terrestrial
11473726	terrestrial
11473727	terrestrial
11473728	terrestrial
11473729	terrestrial
11473730	terrestrial
11473731	terrestrial
11473732	terrestrial
11473733	terrestrial
11473734	terrestrial
11473735	terrestrial
11473736	terrestrial
11473737	terrestrial
11473738	terrestrial
11473739	terrestrial
11473740	terrestrial
11473741	terrestrial
11473742	terrestrial
11473743	terrestrial
11473744	terrestrial
11473745	terrestrial
11473746	terrestrial
11473747	terrestrial
11473748	terrestrial
11473749	terrestrial
11473750	terrestrial
11473751	terrestrial
11473752	terrestrial
11473753	terrestrial
11473754	terrestrial
11473755	terrestrial
11473756	terrestrial
11473757	terrestrial
11473758	terrestrial
11473759	terrestrial
11473760	terrestrial
11473761	terrestrial
11473762	terrestrial
11473763	terrestrial
11473764	terrestrial
11473765	terrestrial
11473766	terrestrial
11473767	terrestrial
11473768	terrestrial
11473769	terrestrial
11473770	terrestrial
11473771	terrestrial
11473772	terrestrial
11473773	terrestrial
11473774	terrestrial
11473775	terrestrial
11473776	terrestrial
11473777	terrestrial
11473778	terrestrial
11473779	terrestrial
11473780	terrestrial
11473781	terrestrial
11473782	terrestrial
11473783	terrestrial
11473784	terrestrial
11473785	terrestrial
11473786	terrestrial
11473787	terrestrial
11473788	terrestrial
11473789	terrestrial
11473790	terrestrial
11473791	terrestrial
11473792	terrestrial
11473793	terrestrial
11473794	terrestrial
11473795	terrestrial
11473796	terrestrial
11473797	terrestrial
11473798	terrestrial
11473799	terrestrial
11473800	terrestrial
11473801	terrestrial
11473802	terrestrial
11473803	terrestrial
11473804	terrestrial
11473805	terrestrial
11473806	terrestrial
11473807	terrestrial
11473808	terrestrial
11473809	terrestrial
11473810	terrestrial
11473811	terrestrial
11473812	terrestrial
11473813	terrestrial
11473814	terrestrial
11473815	terrestrial
11473816	terrestrial
11473817	terrestrial
11473818	terrestrial
11473819	terrestrial
11473820	terrestrial
11473821	terrestrial
11473822	terrestrial
11473823	terrestrial
11473824	terrestrial
11473825	terrestrial
11473826	terrestrial
11473827	terrestrial
11473828	terrestrial
11473829	terrestrial
11473830	terrestrial
11473831	terrestrial
11473832	terrestrial
11473833	terrestrial
11473834	terrestrial
11473835	terrestrial
11473836	terrestrial
11473837	terrestrial
11473838	terrestrial
11473839	terrestrial
11473840	terrestrial
11473841	terrestrial
11473842	terrestrial
11473843	terrestrial
11473844	terrestrial
11473845	terrestrial
11473846	terrestrial
11473847	terrestrial
11473848	terrestrial
11473849	terrestrial
11473850	terrestrial
11473851	terrestrial
11473852	terrestrial
11473853	terrestrial
11473854	terrestrial
11473855	terrestrial
11473856	terrestrial
11473857	terrestrial
11473858	terrestrial
11473859	terrestrial
11473860	terrestrial
11473861	terrestrial
11473862	terrestrial
11473863	terrestrial
11473864	terrestrial
11473865	terrestrial
11473866	terrestrial
11473867	terrestrial
11473868	terrestrial
11473869	terrestrial
11473870	terrestrial
11473871	terrestrial
11473872	terrestrial
11473873	terrestrial
11473874	terrestrial
11473875	terrestrial
11473876	terrestrial
11473877	terrestrial
11473878	terrestrial
11473879	terrestrial
11473880	terrestrial
11473881	terrestrial
11473882	terrestrial
11473883	terrestrial
11473884	terrestrial
11473885	terrestrial
11473886	terrestrial
11473887	terrestrial
11473888	terrestrial
11473889	terrestrial
11473890	terrestrial
11473891	terrestrial
11473892	terrestrial
11473893	terrestrial
11473894	terrestrial
11473895	terrestrial
11473896	terrestrial
11473897	terrestrial
11473898	terrestrial
11473899	terrestrial
11473900	terrestrial
11473901	terrestrial
11473902	terrestrial
11473903	terrestrial
11473904	terrestrial
11473905	terrestrial
11473906	terrestrial
11473907	terrestrial
11473908	terrestrial
11473909	terrestrial
11473910	terrestrial
11473911	terrestrial
11473912	terrestrial
11473913	terrestrial
11473914	terrestrial
11473915	terrestrial
11473916	terrestrial
11473917	terrestrial
11473918	terrestrial
11473919	terrestrial
11473920	terrestrial
11473921	terrestrial
11473922	terrestrial
11473923	terrestrial
11473924	terrestrial
11473925	terrestrial
11473926	terrestrial
11473927	terrestrial
11473928	terrestrial
11473929	terrestrial
11473930	terrestrial
11473931	terrestrial
11473932	terrestrial
11473933	terrestrial
11473934	terrestrial
11473935	terrestrial
11473936	terrestrial
11473937	terrestrial
11473938	terrestrial
11473939	terrestrial
11473940	terrestrial
11473946	terrestrial
11473947	terrestrial
11473948	terrestrial
11473949	terrestrial
11473950	terrestrial
11473951	terrestrial
11473952	terrestrial
11473953	terrestrial
11473954	terrestrial
11473955	terrestrial
11473956	terrestrial
11473957	terrestrial
11473958	terrestrial
11473963	terrestrial
11473964	terrestrial
11473965	terrestrial
11473966	terrestrial
11473967	terrestrial
11473968	terrestrial
11473969	terrestrial
11473970	terrestrial
11473971	terrestrial
11473972	terrestrial
11473973	terrestrial
11473974	terrestrial
11473975	terrestrial
11473976	terrestrial
11473977	terrestrial
11473978	terrestrial
11473979	terrestrial
11473980	terrestrial
11473981	terrestrial
11473982	terrestrial
11473983	terrestrial
11473984	terrestrial
11473985	terrestrial
11473986	terrestrial
11473987	terrestrial
11473988	terrestrial
11473989	terrestrial
11473990	terrestrial
11473991	terrestrial
11473992	terrestrial
11473993	terrestrial
11473994	terrestrial
11473995	terrestrial
11473996	terrestrial
11473997	terrestrial
11473998	terrestrial
11473999	terrestrial
11474000	terrestrial
11474001	terrestrial
11474002	terrestrial
11474003	terrestrial
11474004	terrestrial
11474005	terrestrial
11474006	terrestrial
11474007	terrestrial
11474008	terrestrial
11474009	terrestrial
11474010	terrestrial
11474011	terrestrial
11474012	terrestrial
11474013	terrestrial
11474014	terrestrial
11474015	terrestrial
11474016	terrestrial
11474017	terrestrial
11474018	terrestrial
11474019	terrestrial
11474020	terrestrial
11474021	terrestrial
11474022	terrestrial
11474023	terrestrial
11474024	terrestrial
11474025	terrestrial
11474026	terrestrial
11474027	terrestrial
11474028	terrestrial
11474029	terrestrial
11474030	terrestrial
11474031	terrestrial
11474032	terrestrial
11474033	terrestrial
11474034	terrestrial
11474035	terrestrial
11474036	terrestrial
11474037	terrestrial
11474038	terrestrial
11474039	terrestrial
11474040	terrestrial
11474041	terrestrial
11474042	terrestrial
11474043	terrestrial
11474044	terrestrial
11474045	terrestrial
11474046	terrestrial
11474047	terrestrial
11474048	terrestrial
11474049	terrestrial
11474050	terrestrial
11474051	terrestrial
11474052	terrestrial
11474053	terrestrial
11474054	terrestrial
11474055	terrestrial
11474056	terrestrial
11474057	terrestrial
11474058	terrestrial
11474059	terrestrial
11474060	terrestrial
11474061	terrestrial
11474062	terrestrial
11474063	terrestrial
11474064	terrestrial
11474065	terrestrial
11474066	terrestrial
11474067	terrestrial
11474068	terrestrial
11474069	terrestrial
11474070	terrestrial
11474071	terrestrial
11474072	terrestrial
11474073	terrestrial
11474074	terrestrial
11474075	terrestrial
11474076	terrestrial
11474077	terrestrial
11474078	terrestrial
11474079	terrestrial
11474080	terrestrial
11474081	terrestrial
11474082	terrestrial
11474083	terrestrial
11474084	terrestrial
11474085	terrestrial
11474086	terrestrial
11474087	terrestrial
11474088	terrestrial
11474089	terrestrial
11474090	terrestrial
11474091	terrestrial
11474092	terrestrial
11474093	terrestrial
11474094	terrestrial
11474095	terrestrial
11474096	terrestrial
11474097	terrestrial
11474098	terrestrial
11474099	terrestrial
11474100	terrestrial
11474101	terrestrial
11474102	terrestrial
11474103	terrestrial
11474104	terrestrial
11474105	terrestrial
11474106	terrestrial
11474107	terrestrial
11474108	terrestrial
11474109	terrestrial
11474110	terrestrial
11474111	terrestrial
11474112	terrestrial
11474113	terrestrial
11474114	terrestrial
11474115	terrestrial
11474116	terrestrial
11474117	terrestrial
11474118	terrestrial
11474119	terrestrial
11474120	terrestrial
11474121	terrestrial
11474122	terrestrial
11474123	terrestrial
11474124	terrestrial
11474125	terrestrial
11474126	terrestrial
11474127	terrestrial
11474128	terrestrial
11474129	terrestrial
11474130	terrestrial
11474131	terrestrial
11474132	terrestrial
11474133	terrestrial
11474134	terrestrial
11474135	terrestrial
11474136	terrestrial
11474137	terrestrial
11474138	terrestrial
11474139	terrestrial
11474140	terrestrial
11474141	terrestrial
11474142	terrestrial
11474143	terrestrial
11474144	terrestrial
11474145	terrestrial
11474146	terrestrial
11474147	terrestrial
11474148	terrestrial
11474149	terrestrial
11474150	terrestrial
11474151	terrestrial
11474152	terrestrial
11474153	terrestrial
11474154	terrestrial
11474155	terrestrial
11474156	terrestrial
11474157	terrestrial
11474158	terrestrial
11474159	terrestrial
11474160	terrestrial
11474161	terrestrial
11474162	terrestrial
11474163	terrestrial
11474164	terrestrial
11474165	terrestrial
11474166	terrestrial
11474167	terrestrial
11474168	terrestrial
11474169	terrestrial
11474170	terrestrial
11474171	terrestrial
11474172	terrestrial
11474173	terrestrial
11474174	terrestrial
11474175	terrestrial
11474176	terrestrial
11474177	terrestrial
11474178	terrestrial
11474179	terrestrial
11474180	terrestrial
11474181	terrestrial
11474182	terrestrial
11474183	terrestrial
11474184	terrestrial
11474185	terrestrial
11474186	terrestrial
11474187	terrestrial
11474188	terrestrial
11474189	terrestrial
11474190	terrestrial
11474191	terrestrial
11474192	terrestrial
11474193	terrestrial
11474194	terrestrial
11474195	terrestrial
11474196	terrestrial
11474197	terrestrial
11474198	terrestrial
11474199	terrestrial
11474200	terrestrial
11474201	terrestrial
11474202	terrestrial
11474203	terrestrial
11474204	terrestrial
11474205	terrestrial
11474206	terrestrial
11474207	terrestrial
11474208	terrestrial
11474209	terrestrial
11474210	terrestrial
11474211	terrestrial
11474212	terrestrial
11474213	terrestrial
11474214	terrestrial
11474215	terrestrial
11474216	terrestrial
11474217	terrestrial
11474218	terrestrial
11474219	terrestrial
11474220	terrestrial
11474221	terrestrial
11474222	terrestrial
11474223	terrestrial
11474224	terrestrial
11474225	terrestrial
11474226	terrestrial
11474227	terrestrial
11474228	terrestrial
11474229	terrestrial
11474230	terrestrial
11474231	terrestrial
11474232	terrestrial
11474233	terrestrial
11474234	terrestrial
11474235	terrestrial
11474236	terrestrial
11474237	terrestrial
11474238	terrestrial
11474239	terrestrial
11474240	terrestrial
11474241	terrestrial
11474242	terrestrial
11474243	terrestrial
11474244	terrestrial
11474245	terrestrial
11474246	terrestrial
11474247	marine
11474247	terrestrial
11474248	terrestrial
11474249	terrestrial
11474250	terrestrial
11474251	terrestrial
11474252	terrestrial
11474253	terrestrial
11474254	terrestrial
11474255	terrestrial
11474256	terrestrial
11474257	terrestrial
11474258	terrestrial
11474259	terrestrial
11474260	terrestrial
11474261	terrestrial
11474262	terrestrial
11474263	terrestrial
11474264	terrestrial
11474265	brackish
11474265	terrestrial
11474266	terrestrial
11474267	terrestrial
11474268	terrestrial
11474269	terrestrial
11474270	terrestrial
11474271	terrestrial
11474272	terrestrial
11474273	terrestrial
11474274	terrestrial
11474275	terrestrial
11474276	terrestrial
11474277	terrestrial
11474278	terrestrial
11474279	terrestrial
11474280	terrestrial
11474281	terrestrial
11474282	terrestrial
11474283	terrestrial
11474284	terrestrial
11474285	terrestrial
11474286	terrestrial
11474287	terrestrial
11474288	terrestrial
11474289	terrestrial
11474290	terrestrial
11474291	terrestrial
11474292	terrestrial
11474293	terrestrial
11474294	terrestrial
11474295	terrestrial
11474296	terrestrial
11474297	terrestrial
11474298	terrestrial
11474299	terrestrial
11474300	terrestrial
11474301	terrestrial
11474302	terrestrial
11474303	terrestrial
11474304	terrestrial
11474305	terrestrial
11474306	terrestrial
11474307	terrestrial
11474308	terrestrial
11474309	terrestrial
11474310	terrestrial
11474311	terrestrial
11474312	terrestrial
11474313	terrestrial
11474314	terrestrial
11474315	terrestrial
11474316	terrestrial
11474317	terrestrial
11474318	terrestrial
11474319	terrestrial
11474320	terrestrial
11474321	terrestrial
11474322	terrestrial
11474323	terrestrial
11474324	terrestrial
11474325	terrestrial
11474326	terrestrial
11474327	terrestrial
11474328	terrestrial
11474329	terrestrial
11474330	terrestrial
11474331	terrestrial
11474332	terrestrial
11474333	terrestrial
11474334	terrestrial
11474335	terrestrial
11474336	terrestrial
11474337	terrestrial
11474338	terrestrial
11474339	terrestrial
11474340	terrestrial
11474341	terrestrial
11474342	terrestrial
11474343	terrestrial
11474344	terrestrial
11474345	terrestrial
11474346	terrestrial
11474347	terrestrial
11474348	terrestrial
11474349	terrestrial
11474350	terrestrial
11474351	terrestrial
11474352	terrestrial
11474353	terrestrial
11474354	terrestrial
11474355	terrestrial
11474356	terrestrial
11474357	terrestrial
11474358	terrestrial
11474359	terrestrial
11474360	terrestrial
11474361	terrestrial
11474362	terrestrial
11474363	terrestrial
11474364	terrestrial
11474365	terrestrial
11474366	terrestrial
11474367	terrestrial
11474368	terrestrial
11474369	terrestrial
11474370	terrestrial
11474371	terrestrial
11474372	terrestrial
11474373	terrestrial
11474374	terrestrial
11474375	terrestrial
11474376	terrestrial
11474377	terrestrial
11474378	terrestrial
11474379	terrestrial
11474380	terrestrial
11474381	terrestrial
11474382	terrestrial
11474383	terrestrial
11474384	terrestrial
11474385	terrestrial
11474386	terrestrial
11474387	terrestrial
11474388	terrestrial
11474389	terrestrial
11474390	terrestrial
11474391	terrestrial
11474392	terrestrial
11474393	terrestrial
11474394	terrestrial
11474395	terrestrial
11474396	terrestrial
11474397	terrestrial
11474398	terrestrial
11474399	terrestrial
11474400	terrestrial
11474401	terrestrial
11474402	terrestrial
11474403	terrestrial
11474404	terrestrial
11474405	terrestrial
11474406	terrestrial
11474407	terrestrial
11474408	terrestrial
11474409	terrestrial
11474410	terrestrial
11474411	terrestrial
11474412	terrestrial
11474413	terrestrial
11474414	terrestrial
11474415	terrestrial
11474416	terrestrial
11474417	terrestrial
11474418	terrestrial
11474419	terrestrial
11474420	terrestrial
11474421	terrestrial
11474422	terrestrial
11474423	terrestrial
11474424	terrestrial
11474425	terrestrial
11474426	terrestrial
11474427	terrestrial
11474428	terrestrial
11474429	terrestrial
11474430	terrestrial
11474431	terrestrial
11474432	terrestrial
11474433	terrestrial
11474434	terrestrial
11474435	terrestrial
11474436	terrestrial
11474437	terrestrial
11474438	terrestrial
11474439	terrestrial
11474440	terrestrial
11474441	terrestrial
11474442	terrestrial
11474443	terrestrial
11474444	terrestrial
11474445	terrestrial
11474446	terrestrial
11474447	terrestrial
11474448	terrestrial
11474449	terrestrial
11474450	terrestrial
11474451	terrestrial
11474452	terrestrial
11474453	terrestrial
11474454	terrestrial
11474455	terrestrial
11474456	terrestrial
11474457	terrestrial
11474458	terrestrial
11474459	terrestrial
11474460	terrestrial
11474461	terrestrial
11474462	terrestrial
11474463	terrestrial
11474464	terrestrial
11474465	terrestrial
11474466	terrestrial
11474467	terrestrial
11474468	terrestrial
11474469	terrestrial
11474470	terrestrial
11474471	terrestrial
11474472	terrestrial
11474473	terrestrial
11474474	terrestrial
11474475	terrestrial
11474476	terrestrial
11474477	terrestrial
11474478	terrestrial
11474479	terrestrial
11474480	terrestrial
11474481	terrestrial
11474482	terrestrial
11474483	terrestrial
11474484	terrestrial
11474485	terrestrial
11474486	terrestrial
11474487	terrestrial
11474488	terrestrial
11474489	terrestrial
11474490	terrestrial
11474491	terrestrial
11474492	terrestrial
11474493	terrestrial
11474494	terrestrial
11474495	terrestrial
11474496	terrestrial
11474497	terrestrial
11474498	terrestrial
11474499	terrestrial
11474500	terrestrial
11474501	terrestrial
11474502	terrestrial
11474503	terrestrial
11474504	terrestrial
11474505	terrestrial
11474506	terrestrial
11474507	terrestrial
11474508	terrestrial
11474509	terrestrial
11474510	terrestrial
11474511	terrestrial
11474512	terrestrial
11474513	terrestrial
11474514	terrestrial
11474515	terrestrial
11474516	terrestrial
11474517	terrestrial
11474518	terrestrial
11474519	terrestrial
11474520	terrestrial
11474521	terrestrial
11474522	terrestrial
11474523	terrestrial
11474524	terrestrial
11474525	terrestrial
11474526	terrestrial
11474527	terrestrial
11474528	terrestrial
11474529	terrestrial
11474530	terrestrial
11474531	terrestrial
11474532	terrestrial
11474533	terrestrial
11474534	terrestrial
11474535	terrestrial
11474536	terrestrial
11474537	terrestrial
11474538	terrestrial
11474539	terrestrial
11474540	terrestrial
11474541	terrestrial
11474542	terrestrial
11474543	terrestrial
11474544	terrestrial
11474545	terrestrial
11474546	terrestrial
11474547	terrestrial
11474548	terrestrial
11474549	terrestrial
11474550	terrestrial
11474551	terrestrial
11474552	terrestrial
11474553	terrestrial
11474554	terrestrial
11474555	terrestrial
11474556	terrestrial
11474557	terrestrial
11474558	terrestrial
11474559	terrestrial
11474560	terrestrial
11474561	terrestrial
11474562	terrestrial
11474563	terrestrial
11474564	terrestrial
11474565	terrestrial
11474566	terrestrial
11474567	terrestrial
11474568	terrestrial
11474569	terrestrial
11474570	terrestrial
11474571	terrestrial
11474572	terrestrial
11474573	terrestrial
11474574	terrestrial
11474575	terrestrial
11474576	terrestrial
11474577	terrestrial
11474578	terrestrial
11474579	terrestrial
11474580	terrestrial
11474581	terrestrial
11474582	terrestrial
11474583	terrestrial
11474584	terrestrial
11474585	terrestrial
11474586	terrestrial
11474587	terrestrial
11474588	terrestrial
11474589	terrestrial
11474590	terrestrial
11474591	terrestrial
11474592	terrestrial
11474593	terrestrial
11474594	terrestrial
11474595	terrestrial
11474596	terrestrial
11474597	terrestrial
11474598	terrestrial
11474599	terrestrial
11474600	terrestrial
11474601	terrestrial
11474602	terrestrial
11474603	terrestrial
11474604	terrestrial
11474605	terrestrial
11474606	terrestrial
11474607	terrestrial
11474608	terrestrial
11474609	terrestrial
11474610	terrestrial
11474611	terrestrial
11474612	terrestrial
11474613	terrestrial
11474614	terrestrial
11474615	terrestrial
11474616	terrestrial
11474617	terrestrial
11474618	terrestrial
11474619	terrestrial
11474620	terrestrial
11474621	terrestrial
11474622	terrestrial
11474623	terrestrial
11474624	terrestrial
11474625	terrestrial
11474626	terrestrial
11474627	terrestrial
11474628	terrestrial
11474629	terrestrial
11474630	terrestrial
11474631	terrestrial
11474632	terrestrial
11474633	terrestrial
11474634	terrestrial
11474635	terrestrial
11474636	terrestrial
11474637	terrestrial
11474638	terrestrial
11474639	terrestrial
11474640	terrestrial
11474641	terrestrial
11474642	terrestrial
11474643	terrestrial
11474644	terrestrial
11474645	terrestrial
11474646	terrestrial
11474647	terrestrial
11474648	terrestrial
11474649	terrestrial
11474650	terrestrial
11474651	terrestrial
11474652	terrestrial
11474653	terrestrial
11474654	terrestrial
11474655	terrestrial
11474656	terrestrial
11474657	terrestrial
11474658	terrestrial
11474659	terrestrial
11474660	terrestrial
11474661	terrestrial
11474662	terrestrial
11474663	terrestrial
11474664	terrestrial
11474665	terrestrial
11474666	terrestrial
11474667	terrestrial
11474668	terrestrial
11474669	terrestrial
11474670	terrestrial
11474671	terrestrial
11474672	terrestrial
11474673	terrestrial
11474674	terrestrial
11474675	terrestrial
11474676	terrestrial
11474677	terrestrial
11474678	terrestrial
11474679	terrestrial
11474680	terrestrial
11474681	terrestrial
11474682	terrestrial
11474683	terrestrial
11474684	terrestrial
11474685	terrestrial
11474686	terrestrial
11474687	terrestrial
11474688	terrestrial
11474689	terrestrial
11474690	terrestrial
11474691	terrestrial
11474692	terrestrial
11474693	terrestrial
11474694	terrestrial
11474695	terrestrial
11474696	terrestrial
11474697	terrestrial
11474698	terrestrial
11474699	terrestrial
11474700	terrestrial
11474701	terrestrial
11474702	terrestrial
11474703	terrestrial
11474704	terrestrial
11474705	terrestrial
11474706	terrestrial
11474707	terrestrial
11474708	terrestrial
11474709	terrestrial
11474710	terrestrial
11474711	terrestrial
11474712	terrestrial
11474713	terrestrial
11474714	terrestrial
11474715	terrestrial
11474716	terrestrial
11474717	terrestrial
11474718	terrestrial
11474719	terrestrial
11474720	terrestrial
11474721	terrestrial
11474722	terrestrial
11474723	terrestrial
11474724	terrestrial
11474725	terrestrial
11474726	terrestrial
11474727	terrestrial
11474728	terrestrial
11474729	terrestrial
11474730	terrestrial
11474731	terrestrial
11474732	terrestrial
11474733	terrestrial
11474734	terrestrial
11474735	terrestrial
11474736	terrestrial
11474737	terrestrial
11474738	terrestrial
11474739	terrestrial
11474740	terrestrial
11474741	freshwater
11474741	terrestrial
11474742	terrestrial
11474743	terrestrial
11474744	terrestrial
11474745	terrestrial
11474746	terrestrial
11474747	terrestrial
11474748	terrestrial
11474749	terrestrial
11474750	terrestrial
11474751	terrestrial
11474752	terrestrial
11474753	terrestrial
11474754	terrestrial
11474755	terrestrial
11474756	terrestrial
11474757	terrestrial
11474758	terrestrial
11474759	terrestrial
11474760	terrestrial
11474761	terrestrial
11474762	terrestrial
11474763	terrestrial
11474764	terrestrial
11474765	terrestrial
11474766	terrestrial
11474767	terrestrial
11474768	terrestrial
11474769	terrestrial
11474770	terrestrial
11474771	terrestrial
11474772	terrestrial
11474773	terrestrial
11474774	terrestrial
11474775	terrestrial
11474776	terrestrial
11474777	terrestrial
11474778	terrestrial
11474779	terrestrial
11474780	terrestrial
11474781	terrestrial
11474782	terrestrial
11474783	terrestrial
11474784	terrestrial
11474785	terrestrial
11474786	terrestrial
11474787	terrestrial
11474788	terrestrial
11474789	terrestrial
11474790	terrestrial
11474791	terrestrial
11474792	terrestrial
11474793	terrestrial
11474794	terrestrial
11474795	terrestrial
11474796	terrestrial
11474797	terrestrial
11474798	terrestrial
11474799	terrestrial
11474800	terrestrial
11474801	terrestrial
11474802	terrestrial
11474803	terrestrial
11474804	terrestrial
11474805	terrestrial
11474806	terrestrial
11474807	terrestrial
11474808	terrestrial
11474809	terrestrial
11474810	terrestrial
11474811	terrestrial
11474812	terrestrial
11474813	terrestrial
11474814	terrestrial
11474815	terrestrial
11474816	terrestrial
11474817	terrestrial
11474818	terrestrial
11474819	terrestrial
11474820	terrestrial
11474821	terrestrial
11474822	terrestrial
11474823	terrestrial
11474824	terrestrial
11474825	terrestrial
11474826	terrestrial
11474827	terrestrial
11474828	terrestrial
11474829	terrestrial
11474830	terrestrial
11474831	terrestrial
11474832	terrestrial
11474833	terrestrial
11474834	terrestrial
11474835	terrestrial
11474836	terrestrial
11474837	terrestrial
11474838	terrestrial
11474839	terrestrial
11474840	terrestrial
11474841	terrestrial
11474842	terrestrial
11474843	terrestrial
11474844	terrestrial
11474845	terrestrial
11474846	terrestrial
11474847	terrestrial
11474848	terrestrial
11474849	terrestrial
11474850	terrestrial
11474851	terrestrial
11474852	terrestrial
11474853	terrestrial
11474854	terrestrial
11474855	terrestrial
11474856	terrestrial
11474857	terrestrial
11474858	terrestrial
11474859	terrestrial
11474860	terrestrial
11474861	terrestrial
11474862	terrestrial
11474863	terrestrial
11474864	terrestrial
11474865	terrestrial
11474866	terrestrial
11474867	terrestrial
11474868	terrestrial
11474869	terrestrial
11474870	terrestrial
11474871	terrestrial
11474872	terrestrial
11474873	terrestrial
11474874	terrestrial
11474875	terrestrial
11474876	terrestrial
11474877	terrestrial
11474878	terrestrial
11474879	terrestrial
11474880	terrestrial
11474881	terrestrial
11474882	terrestrial
11474883	terrestrial
11474884	terrestrial
11474885	terrestrial
11474886	terrestrial
11474887	terrestrial
11474888	terrestrial
11474889	terrestrial
11474890	terrestrial
11474891	terrestrial
11474892	terrestrial
11474893	terrestrial
11474894	terrestrial
11474895	terrestrial
11474896	terrestrial
11474897	terrestrial
11474898	terrestrial
11474899	terrestrial
11474900	terrestrial
11474901	terrestrial
11474902	terrestrial
11474903	terrestrial
11474904	terrestrial
11474905	terrestrial
11474906	terrestrial
11474907	terrestrial
11474908	terrestrial
11474909	terrestrial
11474910	terrestrial
11474911	terrestrial
11474912	terrestrial
11474913	terrestrial
11474914	terrestrial
11474915	terrestrial
11474916	terrestrial
11474917	terrestrial
11474918	terrestrial
11474919	terrestrial
11474920	terrestrial
11474921	terrestrial
11474922	terrestrial
11474923	terrestrial
11474924	terrestrial
11474925	terrestrial
11474926	terrestrial
11474927	terrestrial
11474928	terrestrial
11474929	terrestrial
11474930	terrestrial
11474931	terrestrial
11474932	terrestrial
11474933	terrestrial
11474934	terrestrial
11474935	terrestrial
11474936	terrestrial
11474937	terrestrial
11474938	terrestrial
11474939	terrestrial
11474940	terrestrial
11474941	terrestrial
11474942	terrestrial
11474943	terrestrial
11474944	terrestrial
11474945	terrestrial
11474946	terrestrial
11474947	terrestrial
11474948	terrestrial
11474949	terrestrial
11474950	terrestrial
11474951	terrestrial
11474952	terrestrial
11474953	terrestrial
11474954	terrestrial
11474955	terrestrial
11474956	terrestrial
11474957	terrestrial
11474958	terrestrial
11474959	terrestrial
11474960	terrestrial
11474961	terrestrial
11474962	terrestrial
11474963	terrestrial
11474964	terrestrial
11474965	terrestrial
11474966	terrestrial
11474967	terrestrial
11474968	terrestrial
11474969	terrestrial
11474970	terrestrial
11474971	terrestrial
11474972	terrestrial
11474973	terrestrial
11474974	terrestrial
11474975	terrestrial
11474976	terrestrial
11474977	terrestrial
11474978	terrestrial
11474979	terrestrial
11474980	terrestrial
11474981	terrestrial
11474982	terrestrial
11474983	terrestrial
11474984	terrestrial
11474985	terrestrial
11474986	terrestrial
11474987	terrestrial
11474988	terrestrial
11474989	terrestrial
11474990	terrestrial
11474991	terrestrial
11474992	terrestrial
11474993	terrestrial
11474994	terrestrial
11474995	terrestrial
11474996	terrestrial
11474997	terrestrial
11474998	terrestrial
11474999	terrestrial
11475000	terrestrial
11475001	terrestrial
11475002	terrestrial
11475003	terrestrial
11475004	terrestrial
11475005	terrestrial
11475006	terrestrial
11475007	terrestrial
11475008	terrestrial
11475009	terrestrial
11475010	terrestrial
11475011	terrestrial
11475012	terrestrial
11475013	terrestrial
11475014	terrestrial
11475015	terrestrial
11475016	terrestrial
11475017	terrestrial
11475018	terrestrial
11475019	terrestrial
11475020	terrestrial
11475021	terrestrial
11475022	terrestrial
11475023	terrestrial
11475024	terrestrial
11475025	terrestrial
11475026	terrestrial
11475027	terrestrial
11475028	terrestrial
11475029	terrestrial
11475030	terrestrial
11475031	terrestrial
11475032	terrestrial
11475033	terrestrial
11475034	terrestrial
11475035	terrestrial
11475036	terrestrial
11475037	terrestrial
11475038	terrestrial
11475039	terrestrial
11475040	terrestrial
11475041	terrestrial
11475042	terrestrial
11475043	terrestrial
11475044	terrestrial
11475045	terrestrial
11475046	terrestrial
11475047	terrestrial
11475048	terrestrial
11475049	terrestrial
11475050	terrestrial
11475051	terrestrial
11475052	terrestrial
11475053	terrestrial
11475054	terrestrial
11475055	terrestrial
11475056	terrestrial
11475057	terrestrial
11475058	terrestrial
11475059	terrestrial
11475060	terrestrial
11475061	terrestrial
11475062	terrestrial
11475063	terrestrial
11475064	terrestrial
11475065	terrestrial
11475066	terrestrial
11475067	terrestrial
11475068	terrestrial
11475069	terrestrial
11475070	terrestrial
11475071	terrestrial
11475072	terrestrial
11475073	terrestrial
11475074	terrestrial
11475075	terrestrial
11475076	terrestrial
11475077	terrestrial
11475078	terrestrial
11475079	terrestrial
11475080	terrestrial
11475081	terrestrial
11475082	terrestrial
11475083	terrestrial
11475084	terrestrial
11475085	terrestrial
11475086	terrestrial
11475087	terrestrial
